the_geom,OBJECTID,CNN,ST_NAME1,ST_TYPE1,CNNTEXT,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.415830820655 37.791547031314),7745,25235000,LEAVENWORTH,ST,25235000,ACORN,ALY,,,,,3485,0,1,1,13,86393,9475,0,0,,,,
POINT (-122.492297538853 37.731977875578),1680,23309000,OCEAN,AVE,23309000,MORNINGSIDE,DR,,,,,433,0,0,0,6,284906,636,0,0,,,,
POINT (-122.406641413894 37.779319620432),4140,24280000,TEHAMA,ST,24280000,06TH,ST,,,,,15398,0,0,0,2,2338014,2580,0,0,,,,
POINT (-122.39993822316 37.721522213534),625,20569000,BAY SHORE,BLVD,20569000,CRANE,ST,HWY 101 S ON,RAMP,SALINAS,AVE,1469,0,0,0,4,171175,937,0,0,,,,
POINT (-122.419658673389 37.77101071605),5160,24359000,PLUM,ST,24359000,MISSION,ST,,,,,8739,0,0,0,15,2116192,1855,0,0,,,,
POINT (-122.488429941086 37.740621402705),2204,23346000,ULLOA,ST,23346000,31ST,AVE,,,,,353,0,0,0,6,203934,1340,0,0,,,,
POINT (-122.464120930689 37.732057923102),1543,22764000,MONTEREY,BLVD,22764000,SAN JACINTO,WAY,,,,,680,0,0,0,8,102690,738,0,0,,,,
POINT (-122.506696972211 37.783383513469),6250,51497000,VETERANS,DR,51497000,FORT MILEY 5,0,,,,,35,0,0,0,13,212152,40,0,0,,,,
POINT (-122.452416798957 37.795460834075),6612,51195000,SANCHES,ST,51195000,MORTON,ST,,,,,311,0,0,0,12,94766,818,0,0,,,,
POINT (-122.469899226095 37.736117300248),2026,22939000,SAN FERNANDO,WAY,22939000,PORTOLA,DR,,,,,1320,0,0,0,4,1042624,705,0,0,,,,
POINT (-122.420215007174 37.710191978263),298,20424000,VELASCO,AVE,20424000,CARRIZAL,ST,,,,,442,0,0,0,7,102310,1264,0,0,,,,
POINT (-122.480913275466 37.731162993927),1493,23120000,25TH,AVE,23120000,EUCALYPTUS,DR,,,,,654,0,0,0,4,312547,516,0,0,,,,
POINT (-122.489503260125 37.740574067217),2203,23348000,ULLOA,ST,23348000,32ND,AVE,,,,,283,0,0,0,6,246248,1352,0,0,,,,
POINT (-122.408821345352 37.798576270535),6277,25335000,VALLEJO,ST,25335000,STOCKTON,ST,,,,,2247,0,1,1,12,12978867,7045,0,0,,,,
POINT (-122.411906874567 37.795368404749),7016,25105000,JACKSON,ST,25105000,MARCY,PL,,,,,5291,0,1,1,12,337747,7182,0,0,,,,
POINT (-122.444824700819 37.720601013645),616,22100000,NAVAJO,AVE,22100000,DELANO,AVE,,,,,509,1,0,0,4,464867,816,0,0,,,,
POINT (-122.438287887572 37.714287493829),197,21434000,ROLPH,ST,21434000,MADRID,ST,,,,,748,0,0,1,5,363882,1444,0,0,,,,
POINT (-122.399137318393 37.740533484444),2284,20793000,NEWCOMB,AVE,20793000,SELBY,ST,,,,,267,0,0,0,13,406886,211,0,0,,,,
POINT (-122.473898855164 37.807134400756),4591,51332000,UNNAMED 053,0,51332000,UNNAMED 077,0,UNNAMED 078,0,,,388,0,0,0,15,131055,29,0,0,,,,
POINT (-122.411883440422 37.777624088988),6631,24303000,MINNA,ST,24303000,JULIA,ST,,,,,13920,0,0,1,1,1715168,2340,0,0,,,,
POINT (-122.466349615294 37.749079568974),4503,22982000,QUINTARA,ST,22982000,10TH,AVE,,,,,1052,0,0,0,3,73098,939,0,0,,,,
POINT (-122.451176518665 37.774253676424),4052,26424000,COLE,ST,26424000,GROVE,ST,,,,,3028,1,0,0,12,329492,2175,0,0,,,,
POINT (-122.446602203351 37.737591905496),2150,22300000,TERESITA,BLVD,22300000,BELLA VISTA,WAY,,,,,690,0,0,0,9,227984,1010,0,0,,,,
POINT (-122.409951454557 37.778421227779),7476,24289000,NATOMA,ST,24289000,07TH,ST,,,,,11427,0,0,1,4,2193277,2746,0,0,,,,
POINT (-122.384879309781 37.734950169225),4018,28150000,CARPENTER,CT,28150000,HAWKINS,LN,WHITNEY YOUN,CIR,,,19395,0,0,0,2,167402,1338,0,0,,,,
POINT (-122.41027687351 37.738127761611),2146,21059000,JARBOE,AVE,21059000,BRONTE,ST,,,,,598,0,0,0,13,48386,1212,0,0,,,,
POINT (-122.406960085229 37.759370432787),7614,24001000,20TH,ST,24001000,POTRERO,AVE,,,,,3113,0,1,1,4,752317,1522,0,0,,,,
POINT (-122.415397322103 37.797754488329),5443,25268000,JONES,ST,25268000,VALLEJO,ST,,,,,3501,0,0,0,5,135072,5642,0,0,,,,
POINT (-122.449842637191 37.746849776274),2667,22414000,PANORAMA,DR,22414000,MIDCREST,WAY,,,,,521,0,0,0,14,91434,599,0,0,,,,
POINT (-122.396967557109 37.71948152025),7297,20466000,KEY,AVE,20466000,03RD,ST,,,,,305,0,1,0,9,581245,781,0,0,,,,
POINT (-122.380830316051 37.726368458786),1333,20067000,REVERE,AVE,20067000,GRIFFITH,ST,,,,,1000,0,0,0,11,365755,362,0,0,,,,
POINT (-122.395277852994 37.723227275996),790,20455000,03RD,ST,20455000,FITZGERALD,AVE,,,,,312,0,1,0,19,1196395,467,4,6.69000006,,,,
POINT (-122.390505856752 37.784126733255),6895,54007000,DELANCEY,ST,54007000,BAYSIDE VILL,PL,,,,,970,0,0,0,0,1504033,2200,0,0,,,,
POINT (-122.436756822676 37.755970743521),4162,25774000,21ST,ST,25774000,DIAMOND,ST,,,,,9859,0,0,1,1,93279,2218,0,0,,,,
POINT (-122.469198742084 37.726304948164),7657,22777000,CERRITOS,AVE,22777000,MONCADA,WAY,,,,,1116,0,0,0,7,176296,582,0,0,,,,
POINT (-122.465271874142 37.710770002885),47,22512000,PALMETTO,AVE,22512000,VICTORIA,ST,,,,,655,0,0,0,9,217985,732,0,0,,,,
POINT (-122.506207205549 37.73610062204),1926,23495000,GREAT,HWY,23495000,WAWONA,ST,,,,,2432,0,0,0,4,363140,475,0,0,,,,
POINT (-122.441756988387 37.779871828392),5081,26366000,ANZAVISTA,AVE,26366000,BAKER,ST,,,,,1438,0,0,0,11,291136,2572,0,0,,,,
POINT (-122.444606081171 37.775091029536),3694,26371000,GROVE,ST,26371000,CENTRAL,AVE,,,,,6953,1,0,0,6,961398,3152,0,0,,,,
POINT (-122.462700384795 37.748518750869),2778,22899000,LOPEZ,AVE,22899000,FOREST HILL,PATH,PACHECO,ST,,,709,0,0,0,6,70280,716,0,0,,,,
POINT (-122.422096996478 37.742202494111),2593,21325000,MISSION,ST,21325000,EUGENIA,AVE,,,,,381,0,0,0,13,662528,2343,0,0,,,,
POINT (-122.45177117662 37.786624504474),3562,26938000,LOCUST,ST,26938000,CALIFORNIA,ST,,,,,11162,0,0,0,13,4262383,1796,0,0,,,,
POINT (-122.453741878218 37.742213729204),2624,22422000,CHAVES,AVE,22422000,AGUA,WAY,,,,,690,0,0,0,4,290966,761,0,0,,,,
POINT (-122.496271990731 37.775768744032),5504,27851000,36TH,AVE,27851000,BALBOA,ST,,,,,306,0,0,0,4,1072494,1949,0,0,,,,
POINT (-122.415680720969 37.799155679276),6534,25435000,MACONDRAY,LN,25435000,JONES,ST,,,,,4073,0,0,0,13,31019,4871,0,0,,,,
POINT (-122.434417729575 37.770650991814),5156,25998000,CARMELITA,ST,25998000,WALLER,ST,,,,,349,0,0,1,11,461924,3703,0,0,,,,
POINT (-122.489581335901 37.771986573139),7060,27810000,30TH,AVE,27810000,SPRECKELS LA,DR,,,,,206,0,0,0,2,308324,1119,0,0,,,,
POINT (-122.386602040977 37.760613534663),3649,23559000,MICHIGAN,ST,23559000,20TH,ST,,,,,590,0,0,0,19,89116,290,0,0,,,,
POINT (-122.420006585551 37.803895338717),5522,25571000,HYDE,ST,25571000,FRANCISCO,ST,,,,,2897,0,0,0,3,106254,3094,0,0,,,,
POINT (-122.404623243782 37.776851180004),5498,23921000,HARRIET,ST,23921000,HARRISON,ST,,,,,3371,0,0,0,2,1605584,920,0,0,,,,
POINT (-122.401855715201 37.76743572221),6487,23849000,DE HARO,ST,23849000,15TH,ST,,,,,1262,0,0,0,4,369766,25,0,0,,,,
POINT (-122.475525473887 37.718925529482),7272,23020000,GONZALEZ,DR,23020000,CARDENAS,AVE,,,,,857,1,0,0,25,571569,1494,0,0,,,,
POINT (-122.415401791029 37.749211097892),2770,24061000,26TH,ST,24061000,VIRGIL,ST,,,,,4032,0,0,1,4,546824,2531,1,3.66000009,,,,
POINT (-122.440629219872 37.750907039014),3065,26083000,HOFFMAN,AVE,26083000,24TH,ST,,,,,244,0,0,0,11,132292,2075,0,0,,,,
POINT (-122.414754436533 37.778724374107),7497,24429000,HYDE,ST,24429000,GROVE,ST,MARKET,ST,08TH,ST,11244,0,0,1,2,9096859,3028,5,1.10000002,,,,
POINT (-122.420129291042 37.787761598059),3728,25208000,SUTTER,ST,25208000,POLK,ST,,,,,4446,0,1,1,15,13011056,7802,5,0.76999998,,,,
POINT (-122.414346502104 37.74677141103),2717,21176000,BESSIE,ST,21176000,MANCHESTER,ST,,,,,1309,0,0,0,17,142766,1951,0,0,,,,
POINT (-122.429918858802 37.769412865051),4218,25893000,FILLMORE,ST,25893000,DUBOCE,AVE,,,,,1088,0,0,0,16,541686,3414,1,3.69000006,,,,
POINT (-122.44946383181 37.713135339517),153,21562000,MONETA,CT,21562000,MONETA,WAY,,,,,695,0,0,0,14,262324,1232,0,0,,,,
POINT (-122.423939777571 37.762345955357),5318,25689000,GUERRERO,ST,25689000,DORLAND,ST,,,,,2592,0,0,0,8,669672,4052,0,0,,,,
POINT (-122.390309213128 37.748790118146),2792,33081000,MARIN,ST,33081000,INDIANA,ST,,,,,733,0,0,0,15,311488,1,0,0,,,,
POINT (-122.440341320249 37.805503478285),6207,26985000,AVILA,ST,26985000,RICO,WAY,,,,,439,0,0,0,29,761034,3968,0,0,,,,
POINT (-122.415328830553 37.780724122252),5890,24333000,HYDE,ST,24333000,MCALLISTER,ST,,,,,10757,0,1,1,4,10391039,5462,3,0.57999998,,,,
POINT (-122.434157750542 37.733555283241),1841,21940000,BOSWORTH,ST,21940000,DIAMOND,ST,,,,,1421,0,1,0,4,3297030,1239,5,3.02999997,,,,
POINT (-122.443098742406 37.71938781741),458,22089000,NAVAJO,AVE,22089000,CAYUGA,AVE,,,,,472,0,0,0,12,315678,1119,0,0,,,,
POINT (-122.423813885111 37.761570615529),3767,25677000,18TH,ST,25677000,GUERRERO,ST,,,,,2827,0,1,0,4,2122682,3522,2,1.88,,,,
POINT (-122.395888377428 37.712606523986),88,51993000,GILLETTE,AVE,51993000,MCKINLEY,AVE,,,,,210,0,0,0,11,82920,3,0,0,,,,
POINT (-122.443530264592 37.760514150583),3890,26175000,DANVERS,ST,26175000,MARKET,ST,,,,,1553,0,0,0,10,803730,2558,0,0,,,,
POINT (-122.393817569759 37.767607181472),6490,54097000,CAMPUS,WAY,54097000,OWENS,ST,,,,,1407,1,0,0,0,651821,35,0,0,,,,
POINT (-122.463146815986 37.734737771629),2045,33736000,RAVENWOOD,DR,33736000,SAN JACINTO,WAY,,,,,17,0,0,0,0,40187,2291,0,0,,,,
POINT (-122.413936975048 37.740321780126),2287,21086000,EUGENIA,AVE,21086000,GATES,ST,,,,,651,0,0,0,12,177992,1671,0,0,,,,
POINT (-122.45357361023 37.711560370511),85,21588000,LAWRENCE,AVE,21588000,DE WOLF,ST,,,,,1144,0,0,0,8,20414,1116,0,0,,,,
POINT (-122.438141052254 37.718965723676),666,33348000,LONDON,ST,33348000,KENNY,ALY,,,,,694,0,0,0,5,165196,660,0,0,,,,
POINT (-122.433613049106 37.710818724927),17,21390000,PRAGUE,ST,21390000,NAYLOR,ST,,,,,654,0,0,0,5,277172,1048,0,0,,,,
POINT (-122.4101314039 37.761764363768),3766,24014000,BRYANT,ST,24014000,18TH,ST,,,,,3538,0,0,1,4,1134626,852,0,0,,,,
POINT (-122.472809485686 37.718773779552),453,33516000,STRATFORD,DR,33516000,JUNIPERO SER,BLVD,,,,,611,1,0,0,5,554266,829,0,0,,,,
POINT (-122.405227168996 37.746479089704),2918,20830000,YORK,ST,20830000,HOLLADAY,AVE,,,,,277,0,0,0,7,18000,792,0,0,,,,
POINT (-122.451689156169 37.768450466837),7562,26429000,WALLER,ST,26429000,SHRADER,ST,,,,,4662,0,0,0,11,478903,2311,0,0,,,,
POINT (-122.479830417593 37.755971277457),4881,27385000,22ND,AVE,27385000,MORAGA,ST,,,,,1510,0,0,1,5,267073,1284,0,0,,,,
POINT (-122.459668482383 37.797527398895),5680,51258000,HARDIE,PL,51258000,ARGUELLO,BLVD,,,,,93,0,0,0,11,160849,41,0,0,,,,
POINT (-122.373042901588 37.728609201494),1099,54022000,ATOLL,CIR,54022000,KIRKWOOD,AVE,,,,,152,0,0,0,0,199009,273,0,0,,,,
POINT (-122.492270848857 37.764784461548),4825,27740000,LINCOLN,WAY,27740000,33RD,AVE,,,,,650,0,0,0,6,383150,1288,0,0,,,,
POINT (-122.47781071361 37.799206233193),5240,51367000,WASHINGTON,BLVD,51367000,BATTERY SAFF,RD,KOBBE,AVE,,,2,0,0,0,1,131001,47,0,0,,,,
POINT (-122.458044739845 37.754144957188),3182,32905000,OAK PARK,DR,32905000,BLAIRWOOD,LN,,,,,1647,0,1,1,7,23234,328,0,0,,,,
POINT (-122.495186576819 37.732275449922),1788,23319000,COUNTRY CLUB,DR,23319000,HUNTINGTON,DR,,,,,289,0,0,0,4,313267,667,0,0,,,,
POINT (-122.501262467139 37.755007729956),6627,27771000,MORAGA,ST,27771000,42ND,AVE,,,,,533,0,0,0,11,327488,1430,0,0,,,,
POINT (-122.442984396135 37.734569367138),1803,22276000,STILLINGS,AVE,22276000,MALTA,DR,,,,,544,0,0,0,5,76017,1169,0,0,,,,
POINT (-122.496392646282 37.777633186607),4129,27884000,36TH,AVE,27884000,ANZA,ST,,,,,767,0,0,0,8,227579,1974,0,0,,,,
POINT (-122.477536945109 37.792676261765),5348,51792000,PERSHING,DR,51792000,MUIR,CT,,,,,531,0,0,0,11,59481,363,0,0,,,,
POINT (-122.402018705667 37.791021343618),5770,30761000,BUSH,ST,30761000,PETRARCH,PL,,,,,458,0,0,0,40,7771505,5510,0,0,,,,
POINT (-122.448653985405 37.717748034977),537,33524000,RIDGE,LN,33524000,SAN JOSE,AVE,,,,,1300,0,0,0,3,47903,1192,0,0,,,,
POINT (-122.414120110113 37.776712632329),5575,24314000,LASKIE,ST,24314000,MISSION,ST,,,,,13474,0,0,1,3,2284831,1898,0,0,,,,
POINT (-122.450033409421 37.751139793277),3091,32961000,AQUAVISTA,WAY,32961000,SKYVIEW,WAY,,,,,280,0,0,0,2,359733,1962,0,0,,,,
POINT (-122.47970045443 37.75410355903),3273,27340000,22ND,AVE,27340000,NORIEGA,ST,,,,,413,0,0,0,9,805510,1392,0,0,,,,
POINT (-122.505941336842 37.760429364494),3783,27947000,JUDAH,ST,27947000,46TH,AVE,,,,,1234,0,0,0,20,372557,2108,0,0,,,,
POINT (-122.425807529479 37.774137252),3431,25911000,LAGUNA,ST,25911000,LILY,ST,,,,,1503,0,0,0,10,294970,3533,0,0,,,,
POINT (-122.474876401894 37.71904119641),473,33531000,CAMBON,DR,33531000,CARDENAS,AVE,,,,,1284,1,0,0,3,494004,690,0,0,,,,
POINT (-122.441330976254 37.718638993953),647,22053000,ALEMANY,BLVD,22053000,SENECA,AVE,,,,,492,0,1,0,16,782443,1280,1,2.55999994,,,,
POINT (-122.466063608995 37.760316497973),3905,27145000,09TH,AVE,27145000,KIRKHAM,ST,,,,,473,1,0,0,4,672026,2643,2,5.94999981,,,,
POINT (-122.481260068911 37.77645369508),6423,27530000,22ND,AVE,27530000,BALBOA,ST,,,,,223,0,0,0,6,243533,2318,0,0,,,,
POINT (-122.38961339337 37.751451044419),3042,23539000,26TH,ST,23539000,MINNESOTA,ST,,,,,2805,0,0,0,11,286235,30,0,0,,,,
POINT (-122.425932924861 37.73182071292),1388,33636000,CONGDON,ST,33636000,ALEMANY,BLVD,JUSTIN,DR,,,5636,0,0,0,8,84649,1223,0,0,,,,
POINT (-122.414483290113 37.793228092439),6084,25243000,CLAY,ST,25243000,JONES,ST,,,,,3937,0,0,0,17,495494,8342,0,0,,,,
POINT (-122.398843574927 37.752048590866),3095,23691000,25TH,ST,23691000,LITTLEFIELD,TER,,,,,12641,0,0,0,4,163327,1162,0,0,,,,
POINT (-122.49444038978 37.749710704272),3040,23420000,36TH,AVE,23420000,PACHECO,ST,,,,,1568,0,0,0,1,262918,741,0,0,,,,
POINT (-122.406231884627 37.799857227786),7366,25328000,SONOMA,ST,25328000,GREEN,ST,,,,,1522,0,0,1,23,1082026,5750,0,0,,,,
POINT (-122.496076353754 37.765466359698),5669,27819000,SUNSET,BLVD,27819000,MARTIN LUTHE,DR,,,,,313,0,0,0,3,330699,1525,0,0,,,,
POINT (-122.398635584118 37.728562964088),1128,20540000,NEWHALL,ST,20540000,ISSLEIB,AVE,CARROLL,AVE,,,1149,0,0,0,7,327228,779,0,0,,,,
POINT (-122.413617386618 37.805623427232),8032,25473000,BAY,ST,25473000,MASON,ST,,,,,1444,0,0,0,12,7237925,2983,3,0.82999998,,,,
POINT (-122.500058090408 37.753205996928),5211,27756000,41ST,AVE,27756000,NORIEGA,ST,,,,,307,0,0,0,4,281056,1105,0,0,,,,
POINT (-122.419134512972 37.74678008259),2725,21340000,MISSION,ST,21340000,PRECITA,AVE,,,,,685,0,1,0,12,4254193,2512,1,0.47,,,,
POINT (-122.486395160907 37.757546883697),6791,27407000,LAWTON,ST,27407000,28TH,AVE,,,,,508,0,0,0,7,352730,1306,0,0,,,,
POINT (-122.509846292431 37.763974223543),4641,27965000,LINCOLN,WAY,27965000,LA PLAYA,0,,,,,20420,0,0,0,2,421074,776,0,0,,,,
POINT (-122.404416895686 37.781081542669),6315,23940000,05TH,ST,23940000,TEHAMA,ST,,,,,1821,0,0,1,2,1972117,2381,0,0,,,,
POINT (-122.450622647379 37.793933376626),6182,51189000,LIGGETT,AVE,51189000,VISTA,CT,,,,,381,0,0,0,16,148503,221,0,0,,,,
POINT (-122.428981988021 37.767734113664),6355,25882000,CHURCH,ST,25882000,14TH,ST,,,,,1440,0,0,0,10,7164927,3699,1,0.28,,,,
POINT (-122.392090661314 37.781851116735),6745,23803000,BRANNAN,ST,23803000,02ND,ST,,,,,6910,0,1,0,2,6785754,2349,1,0.28999999,,,,
POINT (-122.481194436192 37.744686120726),2882,23262000,24TH,AVE,23262000,SANTIAGO,ST,,,,,681,0,0,0,7,165643,1221,0,0,,,,
POINT (-122.43801775538 37.804243400644),7774,26792000,BEACH,ST,26792000,RETIRO,WAY,,,,,3093,0,1,1,5,457277,1600,0,0,,,,
POINT (-122.400797954293 37.723621150856),6936,20574000,PAUL,AVE,20574000,BAY SHORE,BLVD,,,,,3053,0,1,0,2,786171,837,5,12.72000027,,,,
POINT (-122.44451439094 37.721100598813),6951,22099000,DELANO,AVE,22099000,SENECA,AVE,,,,,438,1,0,0,5,461811,775,0,0,,,,
POINT (-122.439857455419 37.776648950502),5503,26061000,BRODERICK,ST,26061000,FULTON,ST,,,,,465,0,0,1,19,825529,3610,0,0,,,,
POINT (-122.394620244473 37.785558063641),6273,24520000,LANSING,ST,24520000,ESSEX,ST,,,,,95601,0,0,1,7,59878,1454,0,0,,,,
POINT (-122.504965605437 37.777243504531),5794,27985000,ANZA,ST,27985000,44TH,AVE,,,,,53898,0,0,0,6,166797,1843,0,0,,,,
POINT (-122.399668018316 37.717547600493),348,52139000,HWY 101 S ON,RAMP,52139000,HWY 101 S OF,RAMP,,,,,1017,0,0,0,3,260178,694,0,0,,,,
POINT (-122.399162633565 37.795168333289),6991,24693000,CLAY,ST,24693000,FRONT,ST,,,,,11290,0,1,1,29,14887274,1338,0,0,,,,
POINT (-122.470175913845 37.773214450471),3416,27266000,FULTON,ST,27266000,12TH,AVE,,,,,860,0,0,0,9,338505,36,0,0,,,,
POINT (-122.452342510494 37.719964355422),844,22201000,MOUNT VERNON,AVE,22201000,WILLIAR,AVE,,,,,370,1,0,0,13,343858,1304,0,0,,,,
POINT (-122.399362147813 37.743420523621),4988,20801000,TOLAND,ST,20801000,KIRKWOOD,AVE,,,,,275,0,0,0,9,365871,1,0,0,,,,
POINT (-122.389859604573 37.7836141241),4486,23600000,DELANCEY,ST,23600000,BRANNAN,ST,,,,,912,0,0,0,12,1770832,2641,0,0,,,,
POINT (-122.430180591621 37.770714132249),5155,25889000,GERMANIA,ST,25889000,FILLMORE,ST,,,,,872,0,0,0,10,600210,3498,0,0,,,,
POINT (-122.406037131211 37.800839456226),3616,25338000,KEARNY,ST,25338000,UNION,ST,,,,,2081,0,0,1,16,178218,4950,0,0,,,,
POINT (-122.402755378645 37.795602476293),7024,24710000,WASHINGTON,ST,24710000,HOTALING,PL,,,,,8788,0,0,1,71,5580589,2882,0,0,,,,
POINT (-122.402210313066 37.791951737012),7754,24727000,PETRARCH,PL,24727000,PINE,ST,,,,,20391,0,0,1,15,3365367,1216,0,0,,,,
POINT (-122.404780504626 37.790672028419),6697,24736000,BUSH,ST,24736000,MARK,LN,,,,,29339,0,0,1,5,4753782,2821,0,0,,,,
POINT (-122.41248459477 37.800037345943),3220,25427000,MASON,ST,25427000,UNION,ST,,,,,4035,0,0,0,10,1181534,4862,1,1.69000006,,,,
POINT (-122.436216727798 37.792267563374),4414,26669000,JACKSON,ST,26669000,STEINER,ST,,,,,3109,0,0,0,8,310606,2659,0,0,,,,
POINT (-122.472070744093 37.746956593056),2697,23187000,RIVERA,ST,23187000,CECELIA,AVE,,,,,364,0,0,1,3,239804,1231,0,0,,,,
POINT (-122.424700257617 37.785339567053),7395,26494000,GOUGH,ST,26494000,STARR KING,WAY,GEARY,BLVD,PETER YORKE,WAY,2528,0,1,0,4,1678162,3692,3,3.57999992,,,,
POINT (-122.458669913905 37.745715229354),2836,22860000,BALCETA,AVE,22860000,VASQUEZ,AVE,,,,,912,0,0,0,12,238360,705,0,0,,,,
POINT (-122.466957287099 37.731793243323),1522,22772000,SAN BENITO,WAY,22772000,DARIEN,WAY,,,,,1128,0,0,0,6,195451,647,0,0,,,,
POINT (-122.403536313294 37.754458773588),3135,23727000,VERMONT,ST,23727000,23RD,ST,,,,,3699,0,0,1,1,99669,1560,0,0,,,,
POINT (-122.420320099681 37.788703991023),5005,25210000,BUSH,ST,25210000,POLK,ST,,,,,4455,0,0,1,15,10569704,6728,3,0.56999999,,,,
POINT (-122.495985242057 37.772036952661),7865,27830000,FULTON,ST,27830000,36TH,AVE,,,,,552,0,0,0,5,886382,1562,0,0,,,,
POINT (-122.424308029349 37.783404802776),5170,26492000,GOUGH,ST,26492000,ELLIS,ST,,,,,2152,0,1,0,4,973599,3157,0,0,,,,
POINT (-122.398708219808 37.719037347373),436,53010000,KEITH,ST,53010000,03RD,ST,,,,,942,0,0,0,0,14259,1266,0,0,,,,
POINT (-122.457480770467 37.740973745311),4322,22845000,REX,AVE,22845000,PORTOLA,DR,,,,,402,0,0,0,13,112731,720,0,0,,,,
POINT (-122.431266610215 37.725111515466),1310,21687000,EXCELSIOR,AVE,21687000,LISBON,ST,,,,,685,0,0,0,10,255662,1541,0,0,,,,
POINT (-122.4669649326 37.77335604549),3422,27279000,09TH,AVE,27279000,FULTON,ST,,,,,649,0,0,0,8,375223,2656,0,0,,,,
POINT (-122.392512542981 37.793773762181),5122,24550000,MISSION,ST,24550000,THE EMBARCAD,0,,,,,46303,0,1,1,3,5566860,255,0,0,,,,
POINT (-122.489303008738 37.783693552309),6252,28018000,29TH,AVE,28018000,CALIFORNIA,ST,,,,,7569,0,0,0,13,425444,2305,0,0,,,,
POINT (-122.463594863537 37.721691041017),991,22617000,BRIGHT,ST,22617000,HOLLOWAY,AVE,,,,,563,0,0,0,4,121706,1144,0,0,,,,
POINT (-122.429779563454 37.731464669942),1469,21706000,CAYUGA,AVE,21706000,ROUSSEAU,ST,,,,,525,0,0,0,13,313329,1154,0,0,,,,
POINT (-122.401274716045 37.786856662136),7444,24612000,ANNIE,ST,24612000,MISSION,ST,,,,,19767,0,0,1,12,3122234,102,1,0.63999999,,,,
POINT (-122.427737262389 37.77532225413),4529,25930000,FELL,ST,25930000,BUCHANAN,ST,,,,,1385,0,0,0,10,955791,3293,1,2.08999991,,,,
POINT (-122.380270042528 37.726995599489),1062,20075000,QUESADA,AVE,20075000,GRIFFITH,ST,,,,,1257,0,0,0,1,373136,485,0,0,,,,
POINT (-122.436297697022 37.737328840339),1929,21987000,ARBOR,ST,21987000,CONRAD,ST,,,,,365,0,0,0,19,165539,1306,0,0,,,,
POINT (-122.424121417848 37.782481995926),7828,26490000,GOUGH,ST,26490000,EDDY,ST,,,,,7327,0,1,0,10,1060122,4129,0,0,,,,
POINT (-122.494574031547 37.751573196114),3377,27693000,ORTEGA,ST,27693000,36TH,AVE,,,,,273,0,0,1,3,282729,1130,0,0,,,,
POINT (-122.435854072996 37.746377612956),2851,22040000,DIAMOND,ST,22040000,27TH,ST,,,,,436,0,0,0,21,113452,1790,0,0,,,,
POINT (-122.426028933139 37.708885410316),5612,33681000,BIRCHWOOD,CT,33681000,SADDLEBACK,DR,,,,,6673,0,0,0,4,131740,597,0,0,,,,
POINT (-122.509907977841 37.771400969376),7041,27978000,FULTON,ST,27978000,LA PLAYA,0,,,,,10825,0,0,0,4,379471,1203,0,0,,,,
POINT (-122.421591615121 37.761705851936),3773,24160000,18TH,ST,24160000,VALENCIA,ST,,,,,7821,0,1,0,3,6888045,3923,3,0.87,,,,
POINT (-122.427409614252 37.782061883239),7806,25964000,EDDY,ST,25964000,LAGUNA,ST,,,,,764,0,1,0,25,1225140,3012,1,1.63,,,,
POINT (-122.444652950967 37.753141256404),3206,26119000,HOPKINS,AVE,26119000,BURNETT,AVE,,,,,559,0,0,0,15,94679,1836,0,0,,,,
POINT (-122.440121670344 37.711482106369),62,21453000,BRUNSWICK,ST,21453000,POPE,ST,,,,,688,0,0,0,6,155129,1436,0,0,,,,
POINT (-122.45015130985 37.710614166111),22,21544000,FARRAGUT,AVE,21544000,RAE,AVE,,,,,1058,0,0,0,13,284669,1149,0,0,,,,
POINT (-122.446705454456 37.739565265082),2272,22307000,ARROYO,WAY,22307000,TERESITA,BLVD,,,,,688,0,0,0,5,167820,871,0,0,,,,
POINT (-122.499196268522 37.771890330552),7653,27866000,39TH,AVE,27866000,FULTON,ST,,,,,640,0,0,0,13,359726,1438,0,0,,,,
POINT (-122.44168485745 37.782238890163),7831,26812000,SAINT JOSEPH,AVE,26812000,OFARRELL,ST,,,,,2358,0,1,0,5,796819,2079,0,0,,,,
POINT (-122.46752832742 37.765882186178),5663,27157000,10TH,AVE,27157000,LINCOLN,WAY,,,,,977,0,1,0,4,420676,1598,0,0,,,,
POINT (-122.414306481068 37.792347556381),4398,25094000,SACRAMENTO,ST,25094000,JONES,ST,,,,,4667,0,0,1,15,607525,7817,1,3.28999996,,,,
POINT (-122.442588462233 37.765933225592),5632,26316000,UPPER,TER,26316000,BUENA VISTA,AVE,,,,,1592,0,0,0,2,244108,1876,0,0,,,,
POINT (-122.423899963441 37.774380924264),3444,35009000,OCTAVIA,ST,35009000,LILY,ST,,,,,3639,0,0,0,5,652303,3331,0,0,,,,
POINT (-122.407897566183 37.749662168489),3006,21124000,26TH,ST,21124000,YORK,ST,,,,,484,0,0,0,6,388155,1777,0,0,,,,
